Site	Plot	Lon	Lat	Alt	NDVI	SD	Stability	MAP	MAT	MAP_2010	MAT_2010	NDVI_2010	MAP_2011	MAT_2011	NDVI_2011	NDVI_2010_2011	ANPP_2010_2011	Soil_pH	SOC	TSN	TSP	SST	Plant_alpha	Plant_beta	Plant_gama	SB_alpha	SB_beta	SB_gama	Nema_alpha	Nema_beta	Nema_gama	Ba_alpha	Ba_beta	Ba_gama	Fu_alpha	Fu_beta	Fu_gama	AB_alpha	AB_beta	PB_alpha	PB_beta	PF_alpha	PF_beta	PR_alpha	PR_beta	SS_alpha	SS_beta	BF_alpha	BF_beta	FF_alpha	FF_beta	RF_alpha	RF_beta	OC_alpha	OC_beta	ECM_alpha	ECM_beta	Path_alpha	Path_beta	Sap_alpha	Sap_beta
S36 	P1	111.94500 	41.86100 	1466.00000 	0.28400 	0.06100 	4.68400 	279.51300 	4.43200 	314.60049 	4.83342 	0.28901 	210.02667 	4.24558 	0.23995 	0.28901 	91.33000 	8.28128 	11.15800 	1.24200 	0.07400 	-0.19000 	13.00000 	0.73684 	22.00000 	0.38979 	-0.30645 	0.25310 	9.00000 	0.68750 	18.00000 	7189.00000 	0.67107 	10252.00000 	343.00000 	0.82751 	558.00000 	3.00000 	0.33333 	2.00000 	0.80000 	5.00000 	1.07692 	0.00000 	0.50000 	3.00000 	0.33300 	6.00000 	0.41176 	3.00000 	1.00000 	0.00000 	0.71429 	0.00000 	2.00000 	15.00000 	2.00000 	63.00000 	0.63636 	134.00000 	0.74194 
S36 	P2	111.94500 	41.86100 	1466.00000 	0.28400 	0.06100 	4.68400 	279.51300 	4.43200 	314.60049 	4.83342 	0.28901 	210.02667 	4.24558 	0.23995 	0.28901 	100.71000 	8.31848 	11.72900 	1.36500 	0.08200 	-0.07300 	14.00000 	0.73684 	22.00000 	0.53448 	-0.30645 	0.25310 	16.00000 	0.68750 	18.00000 	5908.00000 	0.67107 	10252.00000 	334.00000 	0.82751 	558.00000 	3.00000 	0.33333 	2.00000 	0.80000 	5.00000 	1.07692 	1.00000 	0.50000 	3.00000 	0.33300 	7.00000 	0.41176 	2.00000 	1.00000 	5.00000 	0.71429 	2.00000 	2.00000 	2.00000 	2.00000 	58.00000 	0.63636 	145.00000 	0.74194 
S36 	P3	111.94500 	41.86100 	1466.00000 	0.28400 	0.06100 	4.68400 	279.51300 	4.43200 	314.60049 	4.83342 	0.28901 	210.02667 	4.24558 	0.23995 	0.28901 	109.18000 	8.31848 	13.94500 	1.55500 	0.08700 	0.10300 	11.00000 	0.73684 	22.00000 	-0.45342 	-0.30645 	0.25310 	7.00000 	0.68750 	18.00000 	5308.00000 	0.67107 	10252.00000 	239.00000 	0.82751 	558.00000 	3.00000 	0.33333 	1.00000 	0.80000 	3.00000 	1.07692 	1.00000 	0.50000 	3.00000 	0.33300 	4.00000 	0.41176 	1.00000 	1.00000 	2.00000 	0.71429 	0.00000 	2.00000 	1.00000 	2.00000 	55.00000 	0.63636 	124.00000 	0.74194 
S37 	P1	117.60100 	44.44000 	1079.00000 	0.38900 	0.05000 	7.78700 	305.63800 	2.49000 	277.80607 	2.49225 	0.37696 	286.64334 	2.48042 	0.39838 	0.37696 	203.79000 	8.31848 	15.47600 	1.75700 	0.07000 	0.11000 	13.00000 	0.21154 	21.00000 	0.36044 	0.98133 	0.05288 	18.00000 	0.64151 	29.00000 	5902.00000 	1.06505 	7704.00000 	234.00000 	1.07431 	428.00000 	3.00000 	0.28571 	5.00000 	0.07143 	3.00000 	0.57895 	2.00000 	0.09091 	0.00000 	0.00000 	8.00000 	0.77273 	4.00000 	0.66667 	4.00000 	0.28571 	2.00000 	0.87500 	2.00000 	2.00000 	52.00000 	0.72388 	124.00000 	0.89677 
S37 	P2	117.60100 	44.44000 	1079.00000 	0.38900 	0.05000 	7.78700 	305.63800 	2.49000 	277.80607 	2.49225 	0.37696 	286.64334 	2.48042 	0.39838 	0.37696 	144.86000 	8.43098 	12.81800 	1.54600 	0.06000 	-0.11500 	19.00000 	0.21154 	21.00000 	-0.36395 	0.98133 	0.05288 	18.00000 	0.64151 	29.00000 	3028.00000 	1.06505 	7704.00000 	198.00000 	1.07431 	428.00000 	2.00000 	0.28571 	4.00000 	0.07143 	8.00000 	0.57895 	4.00000 	0.09091 	1.00000 	0.00000 	7.00000 	0.77273 	3.00000 	0.66667 	4.00000 	0.28571 	4.00000 	0.87500 	3.00000 	2.00000 	51.00000 	0.72388 	100.00000 	0.89677 
S37 	P3	117.60100 	44.44000 	1079.00000 	0.38900 	0.05000 	7.78700 	305.63800 	2.49000 	277.80607 	2.49225 	0.37696 	286.64334 	2.48042 	0.39838 	0.37696 	161.40000 	8.25348 	12.20000 	1.24900 	0.05500 	-0.27700 	20.00000 	0.21154 	21.00000 	-0.62500 	0.98133 	0.05288 	17.00000 	0.64151 	29.00000 	2262.00000 	1.06505 	7704.00000 	187.00000 	1.07431 	428.00000 	2.00000 	0.28571 	5.00000 	0.07143 	8.00000 	0.57895 	5.00000 	0.09091 	0.00000 	0.00000 	7.00000 	0.77273 	2.00000 	0.66667 	6.00000 	0.28571 	2.00000 	0.87500 	0.00000 	2.00000 	31.00000 	0.72388 	86.00000 	0.89677 
S38 	P1	116.78300 	44.42500 	1051.00000 	0.34600 	0.04700 	7.36000 	278.96400 	2.99500 	251.03349 	3.00075 	0.33995 	266.71240 	3.03683 	0.33732 	0.33995 	146.96000 	8.34648 	11.00400 	1.19900 	0.09000 	-0.11000 	11.00000 	0.63636 	18.00000 	-0.05110 	0.22060 	0.09067 	19.00000 	0.39286 	26.00000 	2509.00000 	0.85090 	7957.00000 	318.00000 	1.14651 	503.00000 	3.00000 	0.28571 	2.00000 	0.50000 	4.00000 	1.07692 	2.00000 	0.00000 	0.00000 	2.00000 	9.00000 	0.20000 	4.00000 	0.36364 	3.00000 	1.14286 	3.00000 	0.50000 	5.00000 	1.50000 	54.00000 	0.80992 	156.00000 	0.94783 
S38 	P2	116.78300 	44.42500 	1051.00000 	0.34600 	0.04700 	7.36000 	278.96400 	2.99500 	251.03349 	3.00075 	0.33995 	266.71240 	3.03683 	0.33732 	0.33995 	95.80000 	8.34648 	12.29100 	1.34100 	0.05300 	-0.25700 	11.00000 	0.63636 	18.00000 	0.18694 	0.22060 	0.09067 	21.00000 	0.39286 	26.00000 	5139.00000 	0.85090 	7957.00000 	167.00000 	1.14651 	503.00000 	2.00000 	0.28571 	1.00000 	0.50000 	5.00000 	1.07692 	2.00000 	0.00000 	1.00000 	2.00000 	11.00000 	0.20000 	4.00000 	0.36364 	3.00000 	1.14286 	3.00000 	0.50000 	1.00000 	1.50000 	34.00000 	0.80992 	92.00000 	0.94783 
S38 	P3	116.78300 	44.42500 	1051.00000 	0.34600 	0.04700 	7.36000 	278.96400 	2.99500 	251.03349 	3.00075 	0.33995 	266.71240 	3.03683 	0.33732 	0.33995 	133.65000 	8.45932 	13.06900 	1.46800 	0.05300 	-0.18200 	11.00000 	0.63636 	18.00000 	0.04482 	0.22060 	0.09067 	16.00000 	0.39286 	26.00000 	5249.00000 	0.85090 	7957.00000 	218.00000 	1.14651 	503.00000 	2.00000 	0.28571 	3.00000 	0.50000 	4.00000 	1.07692 	2.00000 	0.00000 	0.00000 	2.00000 	10.00000 	0.20000 	3.00000 	0.36364 	1.00000 	1.14286 	2.00000 	0.50000 	6.00000 	1.50000 	33.00000 	0.80992 	97.00000 	0.94783 
S39 	P1	117.41400 	44.45800 	1128.00000 	0.42600 	0.03900 	10.78500 	297.70100 	2.27400 	267.86944 	2.27967 	0.41946 	281.25350 	2.27142 	0.41433 	0.41946 	175.69000 	7.59345 	14.28200 	1.55800 	0.06200 	-0.04800 	9.00000 	0.35484 	14.00000 	0.78684 	0.06772 	0.88352 	21.00000 	0.42105 	27.00000 	6004.00000 	0.82297 	10208.00000 	305.00000 	1.07568 	640.00000 	4.00000 	0.00000 	1.00000 	0.00000 	1.00000 	0.60000 	2.00000 	0.20000 	1.00000 	0.50000 	10.00000 	0.24138 	4.00000 	0.50000 	3.00000 	0.80000 	4.00000 	0.50000 	5.00000 	2.00000 	56.00000 	0.50968 	139.00000 	0.86560 
S39 	P2	117.41400 	44.45800 	1128.00000 	0.42600 	0.03900 	10.78500 	297.70100 	2.27400 	267.86944 	2.27967 	0.41946 	281.25350 	2.27142 	0.41433 	0.41946 	154.93000 	7.79339 	17.31200 	1.87900 	0.06800 	0.19300 	11.00000 	0.35484 	14.00000 	0.25723 	0.06772 	0.88352 	14.00000 	0.42105 	27.00000 	5672.00000 	0.82297 	10208.00000 	301.00000 	1.07568 	640.00000 	1.00000 	0.00000 	1.00000 	0.00000 	8.00000 	0.60000 	1.00000 	0.20000 	0.00000 	0.50000 	7.00000 	0.24138 	2.00000 	0.50000 	2.00000 	0.80000 	3.00000 	0.50000 	2.00000 	2.00000 	49.00000 	0.50968 	145.00000 	0.86560 
S39 	P3	117.41400 	44.45800 	1128.00000 	0.42600 	0.03900 	10.78500 	297.70100 	2.27400 	267.86944 	2.27967 	0.41946 	281.25350 	2.27142 	0.41433 	0.41946 	163.17000 	7.81981 	14.88400 	1.63200 	0.06300 	0.00400 	11.00000 	0.35484 	14.00000 	0.70375 	0.06772 	0.88352 	22.00000 	0.42105 	27.00000 	5123.00000 	0.82297 	10208.00000 	319.00000 	1.07568 	640.00000 	1.00000 	0.00000 	1.00000 	0.00000 	6.00000 	0.60000 	2.00000 	0.20000 	1.00000 	0.50000 	12.00000 	0.24138 	2.00000 	0.50000 	5.00000 	0.80000 	3.00000 	0.50000 	9.00000 	2.00000 	50.00000 	0.50968 	155.00000 	0.86560 
S40 	P1	119.76200 	48.85800 	817.10000 	0.44400 	0.05100 	8.62700 	334.80500 	0.80800 	304.36818 	0.86725 	0.45246 	370.48635 	0.68517 	0.45951 	0.45246 	136.72000 	7.61065 	17.10900 	1.67700 	0.07300 	0.15100 	24.00000 	0.60714 	45.00000 	0.37974 	0.30022 	-0.14157 	12.00000 	0.29545 	19.00000 	6502.00000 	1.04004 	8118.00000 	325.00000 	1.03519 	559.00000 	2.00000 	0.80000 	4.00000 	0.20000 	15.00000 	0.68421 	2.00000 	0.80000 	1.00000 	0.50000 	5.00000 	0.26316 	2.00000 	0.80000 	4.00000 	0.20000 	1.00000 	0.20000 	1.00000 	1.45455 	54.00000 	0.90196 	163.00000 	0.87324 
S40 	P2	119.76200 	48.85800 	817.10000 	0.44400 	0.05100 	8.62700 	334.80500 	0.80800 	304.36818 	0.86725 	0.45246 	370.48635 	0.68517 	0.45951 	0.45246 	137.51000 	7.19890 	15.01700 	1.51800 	0.06900 	0.00800 	34.00000 	0.60714 	45.00000 	-0.52554 	0.30022 	-0.14157 	16.00000 	0.29545 	19.00000 	2351.00000 	1.04004 	8118.00000 	235.00000 	1.03519 	559.00000 	1.00000 	0.80000 	6.00000 	0.20000 	25.00000 	0.68421 	2.00000 	0.80000 	0.00000 	0.50000 	6.00000 	0.26316 	4.00000 	0.80000 	4.00000 	0.20000 	2.00000 	0.20000 	7.00000 	1.45455 	49.00000 	0.90196 	123.00000 	0.87324 
S40 	P3	119.76200 	48.85800 	817.10000 	0.44400 	0.05100 	8.62700 	334.80500 	0.80800 	304.36818 	0.86725 	0.45246 	370.48635 	0.68517 	0.45951 	0.45246 	116.33000 	7.29788 	15.34700 	1.53100 	0.07100 	0.03400 	26.00000 	0.60714 	45.00000 	-0.28107 	0.30022 	-0.14157 	16.00000 	0.29545 	19.00000 	3085.00000 	1.04004 	8118.00000 	264.00000 	1.03519 	559.00000 	2.00000 	0.80000 	5.00000 	0.20000 	17.00000 	0.68421 	1.00000 	0.80000 	1.00000 	0.50000 	8.00000 	0.26316 	4.00000 	0.80000 	2.00000 	0.20000 	2.00000 	0.20000 	3.00000 	1.45455 	50.00000 	0.90196 	140.00000 	0.87324 
S41 	P1	120.03400 	49.37800 	640.30000 	0.48500 	0.05600 	8.64800 	355.40200 	0.36700 	324.54581 	0.42100 	0.50246 	388.47988 	0.36900 	0.48762 	0.50246 	315.27000 	7.44859 	30.29100 	2.88900 	0.11900 	1.16600 	11.00000 	0.76923 	23.00000 	0.33972 	-0.36457 	0.37489 	16.00000 	0.37288 	27.00000 	5798.00000 	0.64408 	9106.00000 	277.00000 	1.10593 	497.00000 	1.00000 	1.00000 	2.00000 	0.28571 	6.00000 	1.08696 	2.00000 	0.00000 	0.00000 	0.00000 	6.00000 	0.63636 	4.00000 	0.07143 	3.00000 	0.20000 	3.00000 	0.61538 	2.00000 	2.00000 	43.00000 	0.85000 	146.00000 	0.85821 
S41 	P2	120.03400 	49.37800 	640.30000 	0.48500 	0.05600 	8.64800 	355.40200 	0.36700 	324.54581 	0.42100 	0.50246 	388.47988 	0.36900 	0.48762 	0.50246 	254.03000 	6.80684 	36.58700 	2.63800 	0.12600 	1.24700 	15.00000 	0.76923 	23.00000 	0.39139 	-0.36457 	0.37489 	19.00000 	0.37288 	27.00000 	5889.00000 	0.64408 	9106.00000 	224.00000 	1.10593 	497.00000 	1.00000 	1.00000 	2.00000 	0.28571 	10.00000 	1.08696 	2.00000 	0.00000 	0.00000 	0.00000 	8.00000 	0.63636 	5.00000 	0.07143 	3.00000 	0.20000 	3.00000 	0.61538 	2.00000 	2.00000 	40.00000 	0.85000 	121.00000 	0.85821 
S41 	P3	120.03400 	49.37800 	640.30000 	0.48500 	0.05600 	8.64800 	355.40200 	0.36700 	324.54581 	0.42100 	0.50246 	388.47988 	0.36900 	0.48762 	0.50246 	234.17000 	7.19071 	30.13300 	2.55600 	0.10800 	0.98400 	13.00000 	0.76923 	23.00000 	0.45335 	-0.36457 	0.37489 	24.00000 	0.37288 	27.00000 	4929.00000 	0.64408 	9106.00000 	207.00000 	1.10593 	497.00000 	1.00000 	1.00000 	3.00000 	0.28571 	7.00000 	1.08696 	2.00000 	0.00000 	0.00000 	0.00000 	8.00000 	0.63636 	5.00000 	0.07143 	4.00000 	0.20000 	7.00000 	0.61538 	1.00000 	2.00000 	37.00000 	0.85000 	135.00000 	0.85821 
S42 	P1	116.67200 	43.55300 	1270.00000 	0.41900 	0.04700 	8.91200 	308.61000 	2.37400 	307.15903 	2.44875 	0.41200 	282.20399 	2.38000 	0.40740 	0.41200 	132.50000 	7.68850 	19.01000 	1.78300 	0.07700 	0.26800 	13.00000 	0.50000 	15.00000 	1.13830 	-0.15081 	0.75872 	20.00000 	0.30435 	20.00000 	6596.00000 	0.72493 	9697.00000 	401.00000 	1.16725 	825.00000 	3.00000 	0.87500 	4.00000 	0.20000 	3.00000 	1.25000 	3.00000 	0.12500 	0.00000 	0.00000 	10.00000 	0.12500 	3.00000 	1.00000 	4.00000 	0.33333 	3.00000 	0.28571 	15.00000 	0.89474 	46.00000 	0.62209 	156.00000 	0.77196 
S42 	P2	116.67200 	43.55300 	1270.00000 	0.41900 	0.04700 	8.91200 	308.61000 	2.37400 	307.15903 	2.44875 	0.41200 	282.20399 	2.38000 	0.40740 	0.41200 	190.80000 	7.27302 	18.18100 	1.73200 	0.08300 	0.26700 	9.00000 	0.50000 	15.00000 	0.14264 	-0.15081 	0.75872 	12.00000 	0.30435 	20.00000 	4500.00000 	0.72493 	9697.00000 	389.00000 	1.16725 	825.00000 	4.00000 	0.87500 	3.00000 	0.20000 	0.00000 	1.25000 	2.00000 	0.12500 	0.00000 	0.00000 	7.00000 	0.12500 	1.00000 	1.00000 	2.00000 	0.33333 	2.00000 	0.28571 	12.00000 	0.89474 	54.00000 	0.62209 	161.00000 	0.77196 
S42 	P3	116.67200 	43.55300 	1270.00000 	0.41900 	0.04700 	8.91200 	308.61000 	2.37400 	307.15903 	2.44875 	0.41200 	282.20399 	2.38000 	0.40740 	0.41200 	142.37000 	7.30618 	17.79100 	1.95000 	0.07700 	0.29100 	8.00000 	0.50000 	15.00000 	0.43119 	-0.15081 	0.75872 	14.00000 	0.30435 	20.00000 	5769.00000 	0.72493 	9697.00000 	352.00000 	1.16725 	825.00000 	1.00000 	0.87500 	3.00000 	0.20000 	1.00000 	1.25000 	3.00000 	0.12500 	0.00000 	0.00000 	7.00000 	0.12500 	2.00000 	1.00000 	3.00000 	0.33333 	2.00000 	0.28571 	11.00000 	0.89474 	72.00000 	0.62209 	218.00000 	0.77196 
S43 	P1	101.62400 	39.02300 	1470.00000 	0.10200 	0.01400 	7.45000 	168.30100 	10.39500 	178.00588 	11.30733 	0.09572 	165.75893 	10.13508 	0.11518 	0.09572 	8.77000 	8.73765 	4.65900 	0.57100 	0.09900 	-0.56400 	7.00000 	0.42105 	9.00000 	-0.64597 	0.34091 	-0.91689 	10.00000 	0.57895 	20.00000 	4120.00000 	0.65687 	6258.00000 	196.00000 	1.28082 	333.00000 	4.00000 	0.66667 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	3.00000 	0.00000 	7.00000 	0.37500 	0.00000 	1.00000 	1.00000 	0.71429 	2.00000 	2.00000 	1.00000 	2.00000 	40.00000 	1.00000 	97.00000 	1.10121 
S43 	P2	101.62400 	39.02300 	1470.00000 	0.10200 	0.01400 	7.45000 	168.30100 	10.39500 	178.00588 	11.30733 	0.09572 	165.75893 	10.13508 	0.11518 	0.09572 	11.99000 	8.29987 	4.87000 	0.70100 	0.10000 	-0.49800 	6.00000 	0.42105 	9.00000 	-0.85996 	0.34091 	-0.91689 	11.00000 	0.57895 	20.00000 	3847.00000 	0.65687 	6258.00000 	123.00000 	1.28082 	333.00000 	2.00000 	0.66667 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	4.00000 	0.00000 	7.00000 	0.37500 	1.00000 	1.00000 	2.00000 	0.71429 	1.00000 	2.00000 	0.00000 	2.00000 	27.00000 	1.00000 	79.00000 	1.10121 
S43 	P3	101.62400 	39.02300 	1470.00000 	0.10200 	0.01400 	7.45000 	168.30100 	10.39500 	178.00588 	11.30733 	0.09572 	165.75893 	10.13508 	0.11518 	0.09572 	2.15000 	8.50673 	3.98500 	0.46700 	0.09100 	-0.69800 	6.00000 	0.42105 	9.00000 	-0.59291 	0.34091 	-0.91689 	17.00000 	0.57895 	20.00000 	3364.00000 	0.65687 	6258.00000 	119.00000 	1.28082 	333.00000 	3.00000 	0.66667 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	3.00000 	0.00000 	10.00000 	0.37500 	2.00000 	1.00000 	4.00000 	0.71429 	1.00000 	2.00000 	0.00000 	2.00000 	35.00000 	1.00000 	71.00000 	1.10121 
S44 	P1	119.66900 	48.49400 	755.20000 	0.45400 	0.03500 	13.08800 	331.45600 	0.46700 	301.64084 	0.50908 	0.44982 	367.77574 	0.28041 	0.43887 	0.44982 	143.90000 	7.62789 	19.16200 	1.76600 	0.06200 	0.16800 	23.00000 	0.52113 	36.00000 	0.86087 	0.24299 	1.64589 	12.00000 	0.80000 	30.00000 	6351.00000 	0.71796 	10223.00000 	496.00000 	0.96823 	950.00000 	1.00000 	0.50000 	3.00000 	0.15385 	16.00000 	0.62500 	2.00000 	0.00000 	1.00000 	2.00000 	6.00000 	0.69565 	2.00000 	1.25000 	3.00000 	0.84615 	1.00000 	0.50000 	2.00000 	2.00000 	54.00000 	0.67647 	172.00000 	0.86014 
S44 	P2	119.66900 	48.49400 	755.20000 	0.45400 	0.03500 	13.08800 	331.45600 	0.46700 	301.64084 	0.50908 	0.44982 	367.77574 	0.28041 	0.43887 	0.44982 	125.17000 	7.76705 	20.13700 	1.98900 	0.06800 	0.30700 	21.00000 	0.52113 	36.00000 	1.17246 	0.24299 	1.64589 	20.00000 	0.80000 	30.00000 	5873.00000 	0.71796 	10223.00000 	464.00000 	0.96823 	950.00000 	0.00000 	0.50000 	5.00000 	0.15385 	13.00000 	0.62500 	2.00000 	0.00000 	1.00000 	2.00000 	7.00000 	0.69565 	5.00000 	1.25000 	5.00000 	0.84615 	3.00000 	0.50000 	2.00000 	2.00000 	40.00000 	0.67647 	122.00000 	0.86014 
S44 	P3	119.66900 	48.49400 	755.20000 	0.45400 	0.03500 	13.08800 	331.45600 	0.46700 	301.64084 	0.50908 	0.44982 	367.77574 	0.28041 	0.43887 	0.44982 	161.31000 	7.40646 	23.50700 	2.11400 	0.03800 	0.23900 	27.00000 	0.52113 	36.00000 	1.06445 	0.24299 	1.64589 	18.00000 	0.80000 	30.00000 	5628.00000 	0.71796 	10223.00000 	488.00000 	0.96823 	950.00000 	1.00000 	0.50000 	5.00000 	0.15385 	19.00000 	0.62500 	2.00000 	0.00000 	0.00000 	2.00000 	10.00000 	0.69565 	1.00000 	1.25000 	5.00000 	0.84615 	2.00000 	0.50000 	2.00000 	2.00000 	42.00000 	0.67647 	135.00000 	0.86014 
